,original_brand,brand_ch,brand_en,cleaned_brand
2841,spococo,,spococo,spococo
3266,植靠淨 spotless,植靠淨,spotless,spotless植靠淨
1810,曙光 spring,曙光,spring,spring曙光
1168,sputnik 史普尼克,史普尼克,sputnik,sputnik史普尼克
2280,st雞仔牌,雞仔牌,st,st雞仔牌
3922,st.clare 聖克萊爾,聖克萊爾,st.clare,st.clare聖克萊爾
1417,st.malo,,st.malo,st.malo
3074,star fashion,,star fashion,star fashion
2511,starbucks,,starbucks,starbucks
2697,星巴克 starbucks,星巴克,starbucks,starbucks星巴克
3775,staresso,,staresso,staresso
3592,星記 starmark,星記,starmark,starmark星記
2377,staub,,staub,staub
2300,stb,,stb,stb
1855,stclare 聖克萊爾,聖克萊爾,stclare,stclare聖克萊爾
2160,賽睿 steelseries,賽睿,steelseries,steelseries賽睿
3952,stemcin,,stemcin,stemcin
2863,strivectin,,strivectin,strivectin
1881,strivectin 皺效奇蹟,皺效奇蹟,strivectin,strivectin皺效奇蹟
1782,su:m37 甦秘, 甦秘,su:m37,su:m37 甦秘
346,芯之麗 sublimic,芯之麗,sublimic,sublimic芯之麗
3377,成功 success,成功,success,success成功
2064,sugao,,sugao,sugao
2436,suisai,,suisai,suisai
967,sukin,,sukin,sukin
624,sulwhasoo 雪花秀,雪花秀,sulwhasoo,sulwhasoo雪花秀
2716,角落生物 sumikko gurashi,角落生物,sumikko gurashi,sumikko gurashi角落生物
2352,上豪 sunhow,上豪,sunhow,sunhow上豪
183,sunisa 蘇妮薩,蘇妮薩,sunisa,sunisa蘇妮薩
3778,香吉士 sunkist,香吉士,sunkist,sunkist香吉士
2736,sunny grasses,,sunny grasses,sunny grasses
134,三詩達 sunstar,三詩達,sunstar,sunstar三詩達
1382,suntory 三得利,三得利,suntory,suntory三得利
3739,三得利 suntory,三得利,suntory,suntory三得利
3884,super love,,super love,super love
1866,super mild,,super mild,super mild
2985,詩波蜜柔 super mild,詩波蜜柔,super mild,super mild詩波蜜柔
3452,super pad,,super pad,super pad
2998,斯博康 supercoat,斯博康,supercoat,supercoat斯博康
125,superfiber,,superfiber,superfiber
3019,superfood lab,,superfood lab,superfood lab
1266,紐健士 supreme source,紐健士,supreme source,supreme source紐健士
819,suuen,,suuen,suuen
3120,suunto,,suunto,suunto
3899,sven's island 詩帆島,詩帆島,sven's island,sven's island詩帆島
2155,svg 淨七代,淨七代,svg,svg淨七代
3742,swanson,,swanson,swanson
3971,sweep robot,,sweep robot,sweep robot
558,直覺 sweet touch,直覺,sweet touch,sweet touch直覺
591,sweets sweets,,sweets sweets,sweets sweets
3518,swift,,swift,swift
3773,swissdent,,swissdent,swissdent
889,swissvita 薇佳,薇佳,swissvita,swissvita薇佳
443,switch,,switch,switch
2194,sylph,,sylph,sylph
3302,syoss 絲蘊,絲蘊,syoss,syoss絲蘊
802,絲蘊 syoss,絲蘊,syoss,syoss絲蘊
3932,s’siwiss 小瑞士花園,小瑞士花園,s’siwiss,s’siwiss小瑞士花園
447,t core,,t core,t core
2295,t-sing,,t-sing,t-sing
1234,t.c.star,,t.c.star,t.c.star
945,tabasco,,tabasco,tabasco
3119,tai tai fon,,tai tai fon,tai tai fon
2439,taiga,,taiga,taiga
1282,大河 taiga,大河,taiga,taiga大河
3382,德記洋行 tait tea,德記洋行,tait tea,tait tea德記洋行
3852,高島takashima,高島,takashima,takashima高島
962,塔谷米 takumi,塔谷米,takumi,takumi塔谷米
830,takumi,,takumi,takumi
2126,田倉 takura,田倉,takura,takura田倉
959,target pro,,target pro,target pro
1094,targus,,targus,targus
1394,tarn ju,,tarn ju,tarn ju
3130,海陸饗宴 taste of the wild,海陸饗宴,taste of the wild,taste of the wild海陸饗宴
2370,tata,,tata,tata
829,大同 tatung,大同,tatung,tatung大同
2978,tau,,tau,tau
3077,tc,,tc,tc
2446,tcc,,tcc,tcc
236,tcl,,tcl,tcl
2856,tcoffee,,tcoffee,tcoffee
3782,tcrd,,tcrd,tcrd
2816,tcstar,,tcstar,tcstar
740,teapower 茶寶,茶寶,teapower,teapower茶寶
53,東元 teco,東元,teco,teco東元
62,特福 tefal,特福,tefal,tefal特福
1369,法國特福 tefal,法國特福,tefal,tefal法國特福
2061,德律風根 telefunken,德律風根,telefunken,telefunken德律風根
2938,temba,,temba,temba
2550,tempo,,tempo,tempo
2627,喵愛餡 temptations,喵愛餡,temptations,temptations喵愛餡
1937,tepe,,tepe,tepe
3776,teptip,,teptip,teptip
681,tescom,,tescom,tescom
2039,tescoma,,tescoma,tescoma
3022,鐵修羅 tesoro,鐵修羅,tesoro,tesoro鐵修羅
1363,teteo,,teteo,teteo
695,tgc,,tgc,tgc
3924,thai,,thai,thai
3025,thai coco,,thai coco,thai coco
3112,thayers,,thayers,thayers
1119,the body shop 美體小舖,美體小舖,the body shop,the body shop美體小舖
1370,the body shop,,the body shop,the body shop
3161,美體小舖 the body shop,美體小舖,the body shop,the body shop美體小舖
701,the face shop菲詩小舖,菲詩小舖,the face shop,the face shop菲詩小舖
1229,the face shop 菲詩小舖,菲詩小舖,the face shop,the face shop菲詩小舖
3282,the laundress,,the laundress,the laundress
854,the north face,,the north face,the north face
1346,the orchid skin,,the orchid skin,the orchid skin
622,the ordinary,,the ordinary,the ordinary
1224,the public organic,,the public organic,the public organic
3888,the retinotime,,the retinotime,the retinotime
270,the saem,,the saem,the saem
2721,the zazak,,the zazak,the zazak
1778,thebalm cosmetics,,thebalm cosmetics,thebalm cosmetics
625,therapind 魔唇,魔唇,therapind,therapind魔唇
2530,利民 thermalright,利民,thermalright,thermalright利民
1534,膳魔師 thermos,膳魔師,thermos,thermos膳魔師
1687,thomson,,thomson,thomson
935,three,,three,three
1786,脆樂芙 thrive,脆樂芙,thrive,thrive脆樂芙
2890,throne 斯儂恩,斯儂恩,throne,throne斯儂恩
1332,tiddi,,tiddi,tiddi
569,汰漬 tide,汰漬,tide,tide汰漬
1475,tide,,tide,tide
939,虎牌 tiger,虎牌,tiger,tiger虎牌
3670,tigi,,tigi,tigi
3292,tigullio,,tigullio,tigullio
2449,tiki cat,,tiki cat,tiki cat
2508,tilley 百年特莉,百年特莉,tilley,tilley百年特莉
2296,皇家特莉 tilley,皇家特莉,tilley,tilley皇家特莉
3582,tilley 皇家特莉,皇家特莉,tilley,tilley皇家特莉
944,timaru 堤瑪露,堤瑪露,timaru,timaru堤瑪露
1078,timberland,,timberland,timberland
2330,time leisure,,time leisure,time leisure
251,蒂沐蝶 timotei,蒂沐蝶,timotei,timotei蒂沐蝶
2016,timotei,,timotei,timotei
1131,tiss,,tiss,tiss
2479,tklab,,tklab,tklab
2162,to be white,,to be white,to be white
1230,日本toffy,日本,toffy,toffy日本
2259,toffy,,toffy,toffy
3424,tokyo star,,tokyo star,tokyo star
680,tokyu hands 台隆手創館,台隆手創館,tokyu hands,tokyu hands台隆手創館
476,tom ford,,tom ford,tom ford
839,優格 toma-pro,優格,toma-pro,toma-pro優格
101,優格toma-pro,優格,toma-pro,toma-pro優格
3393,tomomasu,,tomomasu,tomomasu
3197,tonymoly,,tonymoly,tonymoly
589,too cool for school,,too cool for school,too cool for school
3131,topicrem 特碧潤,特碧潤,topicrem,topicrem特碧潤
2385,toplan,,toplan,toplan
3394,泰浦樂 toppuror,泰浦樂,toppuror,toppuror泰浦樂
2252,黑鮪 toro,黑鮪,toro,toro黑鮪
1539,torotoro,,torotoro,torotoro
623,東芝 toshiba,東芝,toshiba,toshiba東芝
3000,光之瀅 touch in sol,光之瀅,touch in sol,touch in sol光之瀅
2932,traveler 旅行者,旅行者,traveler,traveler旅行者
3741,tree walker,,tree walker,tree walker
2353,treewalker,,treewalker,treewalker
2927,露遊 treewalker,露遊,treewalker,treewalker露遊
3769,翰欣 trendsonic,翰欣,trendsonic,trendsonic翰欣
3245,tresemme,,tresemme,tresemme
3845,tribo coffee,,tribo coffee,tribo coffee
3224,萃康髮 tricovel,萃康髮,tricovel,tricovel萃康髮
3529,trimaxcell,,trimaxcell,trimaxcell
2065,tromso,,tromso,tromso
3762,true tisane 草本體驗,草本體驗,true tisane,true tisane草本體驗
956,ts,,ts,ts
2018,ts6,,ts6,ts6
1709,ts6護一生,護一生,ts6,ts6護一生
2165,tsae ti 采緹,采緹,tsae ti,tsae ti采緹
160,tsaio 上山採藥,上山採藥,tsaio,tsaio上山採藥
2214,上山採藥 tsaio,上山採藥,tsaio,tsaio上山採藥
798,思波綺 tsubaki,思波綺,tsubaki,tsubaki思波綺
876,tsuvimi,,tsuvimi,tsuvimi
1467,曜越 tt esports,曜越,tt esports,tt esports曜越
826,tt kotemein tt 波特嫚,波特嫚,tt kotemein tt,tt kotemein tt波特嫚
2071,ttl 台酒生技,台酒生技,ttl,ttl台酒生技
832,ttm 提提研,提提研,ttm,ttm提提研
2208,ttmax,,ttmax,ttmax
2616,圖米其 tu meke friend,圖米其,tu meke friend,tu meke friend圖米其
3960,渴達 tundra,渴達,tundra,tundra渴達
3012,tunemakers,,tunemakers,tunemakers
3407,turbo tent,,turbo tent,turbo tent
2556,turk,,turk,turk
949,托斯卡 tuscan natural,托斯卡,tuscan natural,tuscan natural托斯卡
2004,twinbird,,twinbird,twinbird
1917,twist,,twist,twist
359,特緹斯 twistix,特緹斯,twistix,twistix特緹斯
842,u beauty 澳洲依美油,澳洲依美油,u beauty,u beauty澳洲依美油
3761,u jelly 優綺麗,優綺麗,u jelly,u jelly優綺麗
1118,優妹 u-may,優妹,u-may,u-may優妹
72,ucc,,ucc,ucc
3421,ud 優麗美人,優麗美人,ud,ud優麗美人
697,udilife,,udilife,udilife
3482,ufc,,ufc,ufc
2600,uft,,uft,uft
3549,una 大森,大森,una,una大森
1450,保羅叔叔 uncle paul,保羅叔叔,uncle paul,uncle paul保羅叔叔
3372,unclewu,,unclewu,unclewu
219,under armour,,under armour,under armour
3542,uni star,,uni star,uni star
872,uni water,,uni water,uni water
1204,嬌聯 unicharm,嬌聯,unicharm,unicharm嬌聯
1401,unidus,,unidus,unidus
3790,unimat riken,,unimat riken,unimat riken
1001,uniqman,,uniqman,uniqman
2199,unitec 彤妍,彤妍,unitec,unitec彤妍
498,unlabel,,unlabel,unlabel
501,unny club,,unny club,unny club
489,uno,,uno,uno
664,unt,,unt,unt
549,優沛特 upet,優沛特,upet,upet優沛特
3388,urban apothecary,,urban apothecary,urban apothecary
3017,urban decay,,urban decay,urban decay
2211,urban veda,,urban veda,urban veda
3396,uriage 優麗雅,優麗雅,uriage,uriage優麗雅
3250,urtale,,urtale,urtale
1260,優生 us baby,優生,us baby,us baby優生
1925,useemi,,useemi,useemi
1389,userism,,userism,userism
3647,御膳房 ushine farm,御膳房,ushine farm,ushine farm御膳房
2589,東邦 utamaro,東邦,utamaro,utamaro東邦
212,utena 佑天蘭,佑天蘭,utena,utena佑天蘭
2447,uy28 優雅美體, 優雅美體,uy28,uy28 優雅美體
757,uzu,,uzu,uzu
2254,v fau,,v fau,v fau
1076,vacci,,vacci,vacci
564,valentino rudy 范倫鐵諾,范倫鐵諾,valentino rudy,valentino rudy范倫鐵諾
3085,范倫鐵諾 valentino rudy,范倫鐵諾,valentino rudy,valentino rudy范倫鐵諾
3124,valor,,valor,valor
3970,van pur,,van pur,van pur
509,vana candles 琺鈉,琺鈉,vana candles,vana candles琺鈉
2423,vanicream 薇霓肌本,薇霓肌本,vanicream,vanicream薇霓肌本
1759,薇霓肌本 vanicream,薇霓肌本,vanicream,vanicream薇霓肌本
1548,vanilla blanc,,vanilla blanc,vanilla blanc
480,vaseline 凡士林,凡士林,vaseline,vaseline凡士林
2487,vbot,,vbot,vbot
2338,唯白 vd,唯白,vd,vd唯白
1397,維吉 vegepet,維吉,vegepet,vegepet維吉
702,velcos,,velcos,velcos
3270,venalisa,,venalisa,venalisa
2710,德國貓王 venandi animal,德國貓王,venandi animal,venandi animal德國貓王
3375,vencedor,,vencedor,vencedor
3207,戀愛女神 venus amour,戀愛女神,venus amour,venus amour戀愛女神
68,venus marble,,venus marble,venus marble
3579,vernal 唯娜露,唯娜露,vernal,vernal唯娜露
2426,vf魏大夫,魏大夫,vf,vf魏大夫
2931,魏大夫 vf,魏大夫,vf,vf魏大夫
2976,vh,,vh,vh
1318,維齊 vi.chi,維齊,vi.chi,vi.chi維齊
2339,vichy薇姿,薇姿,vichy,vichy薇姿
823,vichy 薇姿,薇姿,vichy,vichy薇姿
1924,vico,,vico,vico
1641,victor 勝利體育,勝利體育,victor,victor勝利體育
3082,victoria's secret 維多利亞的秘密,維多利亞的秘密,victoria's secret,victoria's secret維多利亞的秘密
3513,優派 viewsonic,優派,viewsonic,viewsonic優派
441,米森 vilson,米森,vilson,vilson米森
1834,vinata,,vinata,vinata
3370,凡諦斯 vintage,凡諦斯,vintage,vintage凡諦斯
2058,麥維樂 viola,麥維樂,viola,viola麥維樂
435,博帝 viper,博帝,viper,viper博帝
3191,維克 virbac,維克,virbac,virbac維克
568,viridis virus,,viridis virus,viridis virus
429,visee,,visee,visee
1522,visee avant,,visee avant,visee avant
851,vita,,vita,vita
2309,vitabox,,vitabox,vitabox
3913,vitakraft,,vitakraft,vitakraft
3743,vital essentials,,vital essentials,vital essentials
3563,vitamer,,vitamer,vitamer
1764,vitamix,,vitamix,vitamix
787,vitantonio,,vitantonio,vitantonio
2453,vitasoy 維他奶,維他奶,vitasoy,vitasoy維他奶
3335,維維絲 viviscal,維維絲,viviscal,viviscal維維絲
651,vivo,,vivo,vivo
2411,volfas engelman,,volfas engelman,volfas engelman
2185,voluspa,,voluspa,voluspa
16,富維克 volvic,富維克,volvic,volvic富維克
3341,芙絲 voss,芙絲,voss,voss芙絲
1029,vosun,,vosun,vosun
1172,沙宣 vs,沙宣,vs,vs沙宣
3964,vt,,vt,vt
635,vt cica,,vt cica,vt cica
777,vt cosmetics,,vt cosmetics,vt cosmetics
3966,vt cosmetics x bt21,,vt cosmetics x bt21,vt cosmetics x bt21
3202,vv,,vv,vv
2957,w.dressroom,,w.dressroom,w.dressroom
2475,w.lab,,w.lab,w.lab
647,wadakan,,wadakan,wadakan
3689,wafood made,,wafood made,wafood made
3753,waiz,,waiz,waiz
2569,威傑士 wajass,威傑士,wajass,wajass威傑士
3624,和光堂 wakodo,和光堂,wakodo,wakodo和光堂
1831,warm,,warm,warm
3959,washaml,,washaml,washaml
126,watsons,,watsons,watsons
1059,watsons 屈臣氏,屈臣氏,watsons,watsons屈臣氏
1842,屈臣氏 watsons,屈臣氏,watsons,watsons屈臣氏
1887,維爾滋 wealtz,維爾滋,wealtz,wealtz維爾滋
2276,webner 葦柏納,葦柏納,webner,webner葦柏納
1851,wedar,,wedar,wedar
3596,wedderspoon麥蘆卡,麥蘆卡,wedderspoon,wedderspoon麥蘆卡
3731,weg,,weg,weg
553,威德 weider,威德,weider,weider威德
3541,weleda,,weleda,weleda
3255,wellage,,wellage,wellage
1104,威比 wellbe,威比,wellbe,wellbe威比
2937,好吉康 wellcome,好吉康,wellcome,wellcome好吉康
2425,wellness,,wellness,wellness
716,寵物健康 wellness,寵物健康,wellness,wellness寵物健康
2837,wellness+ 盛燦男士, 盛燦男士,wellness+,wellness+ 盛燦男士
3557,唯美味 weruva,唯美味,weruva,weruva唯美味
1055,wet n wild,,wet n wild,wet n wild
1288,唯潔 whimzees,唯潔,whimzees,whimzees唯潔
375,惠而浦 whirlpool,惠而浦,whirlpool,whirlpool惠而浦
586,偉嘉 whiskas,偉嘉,whiskas,whiskas偉嘉
2229,小適 white,小適,white,white小適
311,whoo 后,后,whoo,whoo后
2097,威克邦尼wicked bunny,威克邦尼,wicked bunny,wicked bunny威克邦尼
2853,wide view,,wide view,wide view
3839,川越 wieden,川越,wieden,wieden川越
322,wild calling,,wild calling,wild calling
2282,wild ferns 帕爾氏,帕爾氏,wild ferns,wild ferns帕爾氏
3016,wildalp,,wildalp,wildalp
1188,wildkin,,wildkin,wildkin
307,winmax,,winmax,winmax
3325,文鎧 wintek,文鎧,wintek,wintek文鎧
2501,香草魔法 wish bone,香草魔法,wish bone,wish bone香草魔法
1035,woman method,,woman method,woman method
1005,旺德 wonder,旺德,wonder,wonder旺德
28,萬能媽媽 wonder mama,萬能媽媽,wonder mama,wonder mama萬能媽媽
2775,wonder trend,,wonder trend,wonder trend
3283,wooly,,wooly,wooly
3934,wychwood brewery,,wychwood brewery,wychwood brewery
1249,xbox,,xbox,xbox
59,小米 xiaomi,小米,xiaomi,xiaomi小米
1971,xinchang,,xinchang,xinchang
2708,xoxo,,xoxo,xoxo
2130,y.n.m,,y.n.m,y.n.m
670,yamaki,,yamaki,yamaki
2648,山崎 yamasaki,山崎,yamasaki,yamasaki山崎
2634,台灣山下 yamashita,台灣山下,yamashita,yamashita台灣山下
709,亞米亞米 yami yami,亞米亞米,yami yami,yami yami亞米亞米
2955,yanagiya 柳屋,柳屋,yanagiya,yanagiya柳屋
3875,柳屋 yanagiya,柳屋,yanagiya,yanagiya柳屋
2671,yankee candle,,yankee candle,yankee candle
1033,歐瑞 yarrah,歐瑞,yarrah,yarrah歐瑞
545,yeaster,,yeaster,yeaster
1965,匠香 yeastmaster,匠香,yeastmaster,yeastmaster匠香
393,yebisu,,yebisu,yebisu
2284,研達 yendar,研達,yendar,yendar研達
1423,yome,,yome,yome
3822,優沛蕾 yoplait,優沛蕾,yoplait,yoplait優沛蕾
2014,yotta,,yotta,yotta
1950,you can buy,,you can buy,you can buy
2907,youberry 悠貝莉,悠貝莉,youberry,youberry悠貝莉
2877,益暢優 yourla,益暢優,yourla,yourla益暢優
3568,幼獅 youth,幼獅,youth,youth幼獅
2884,youus,,youus,youus
2572,yr,,yr,yr
1488,ysl 伊夫·聖羅蘭,伊夫·聖羅蘭,ysl,ysl伊夫·聖羅蘭
626,ysl 聖羅蘭,聖羅蘭,ysl,ysl聖羅蘭
1159,yubico,,yubico,yubico
2770,yunos,,yunos,yunos
90,yuskin 悠斯晶,悠斯晶,yuskin,yuskin悠斯晶
1729,伊夫‧黎雪 yves rocher,伊夫‧黎雪,yves rocher,yves rocher伊夫‧黎雪
3294,yves rocher,,yves rocher,yves rocher
2692,yvonne collection,,yvonne collection,yvonne collection
2760,yy bean coffee,,yy bean coffee,yy bean coffee
65,za,,za,za
1969,zavida,,zavida,zavida
567,斑馬牌 zebra ,斑馬牌,zebra ,zebra 斑馬牌
548,zenn.th 茲恩,茲恩,zenn.th,zenn.th茲恩
3427,zephyrine 初時肌,初時肌,zephyrine,zephyrine初時肌
3413,zero9,,zero9,zero9
1300,zettoc,,zettoc,zettoc
1963,直白 zhibai,直白,zhibai,zhibai直白
242,ziaja 齊葉雅,齊葉雅,ziaja,ziaja齊葉雅
1426,ziaja,,ziaja,ziaja
1655,巔峰 ziwipeak,巔峰,ziwipeak,ziwipeak巔峰
2972,諾帝亞 zodiac,諾帝亞,zodiac,zodiac諾帝亞
2193,zoeva,,zoeva,zoeva
234,象印 zojirushi,象印,zojirushi,zojirushi象印
1854,zoo,,zoo,zoo
3821,zoobies,,zoobies,zoobies
103,卓威 zowie,卓威,zowie,zowie卓威
2699,日象 zushiang,日象,zushiang,zushiang日象
1383,德國雙人 zwilling,德國雙人,zwilling,zwilling德國雙人
3242,‎d-up,‎,‎d-up,‎d-up‎
